0,0,0,0,0,128,127,0,0,0,0,0,0,0,0,0,127,127,127,38,0,0,0,0,0,0,0
0,0,0,0,0,128,127,0,127,127,127,48,49,0,0,0,127,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,127,0,127,36,86,127,127,128,0,0,127,127,127,0,0,0,0,0,0,0,0
0,0,0,0,0,0,127,127,10,127,127,127,127,128,127,129,129,0,127,0,0,0,0,0,0,0,0
0,0,0,0,0,0,127,0,0,0,0,127,0,0,127,127,127,0,127,0,0,0,0,0,0,0,0
0,0,0,0,0,0,127,0,127,127,127,127,0,0,127,127,127,127,127,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8,0,127,0,0,127,128,0,127,11,127,127,0,0,0,0,0,0,0,0,0
0,0,13,127,127,127,127,127,127,0,131,127,128,0,127,0,0,14,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,127,0,127,127,9,0,0,127,127,127,0,127,0,0,0,0,128,0,0,127,50
0,0,0,0,35,127,127,0,127,127,0,0,0,127,127,127,128,127,127,127,17,0,128,127,127,127,127
0,0,0,0,0,0,127,0,127,25,127,127,127,127,0,0,128,15,127,127,127,127,127,18,127,127,0
0,0,0,0,0,96,127,0,127,68,0,127,127,127,127,16,127,127,127,27,0,127,127,0,0,127,0
0,0,0,0,0,0,0,0,127,127,0,127,0,0,0,0,0,0,127,127,0,37,127,0,0,127,19
0,0,0,0,0,0,0,0,0,0,127,127,0,0,0,0,0,0,0,127,127,127,127,127,69,0,127
0,0,0,0,0,0,0,0,0,26,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
