0,0,0,0,0,127,0,0,127,127,0,0
0,0,0,0,0,127,127,127,127,97,0,0
0,0,0,0,0,127,127,127,127,127,0,0
0,0,0,0,0,127,127,127,0,128,0,0
0,0,0,0,127,127,127,127,127,128,0,0
0,0,78,0,127,0,127,76,127,0,0,0
0,0,127,127,127,0,0,0,127,0,0,0
0,0,127,127,0,0,0,127,127,75,0,0
0,0,131,77,128,0,0,127,127,0,0,0
0,0,131,127,128,0,0,67,127,0,0,0
0,0,0,127,0,0,0,127,127,0,0,0
0,0,0,127,0,0,0,127,127,0,0,0
0,0,0,127,0,0,0,74,127,0,0,0
0,0,0,127,0,127,127,127,127,0,0,0
0,0,0,127,0,127,127,127,127,0,0,0
0,0,0,79,0,0,73,127,127,0,0,0
0,0,0,80,0,0,127,127,127,0,0,0
0,0,0,127,0,0,127,128,110,0,0,0
127,127,127,127,127,127,127,128,127,127,127,127
