0,0,0,0,0,0,0,0,0,0,0
0,0,0,129,129,129,129,0,0,0,0
0,0,0,129,129,129,129,0,0,0,0
0,0,0,129,129,129,129,0,0,0,0
0,0,0,129,129,129,129,0,0,0,0
0,0,0,128,127,0,0,0,0,0,0
0,0,0,128,127,0,0,0,0,0,0
0,0,0,0,127,0,0,0,0,0,0
0,0,0,0,127,0,0,0,0,0,0
0,0,0,0,119,0,0,0,0,0,0
0,0,0,0,127,0,0,0,0,0,0
0,0,0,0,127,0,0,0,0,0,0
0,0,0,0,127,0,0,0,0,0,0
0,127,127,117,127,127,129,127,0,0,0
0,127,0,128,0,0,0,127,0,0,0
0,127,118,128,127,127,116,127,0,0,0
0,0,0,0,127,0,0,0,0,0,0
0,0,0,0,127,0,0,0,0,0,0
0,0,0,0,127,0,0,0,0,0,0
0,0,0,112,127,113,0,0,0,0,0
0,0,0,127,129,114,115,0,0,0,0
0,0,0,0,129,0,0,0,0,0,0
0,0,0,128,129,127,0,0,0,0,0
0,0,0,128,127,127,0,0,0,0,0
0,0,0,127,127,127,0,0,0,0,0
0,0,0,127,127,127,0,0,0,0,0
