0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,127,127,127,127,0,0,0,0,0,0
0,0,0,0,0,0,128,70,127,127,127,0,0,0,0,0,0
0,0,0,0,0,0,128,127,127,127,127,0,128,0,0,0,0
0,0,0,0,127,127,127,127,127,127,127,0,128,127,127,127,62
0,0,0,0,64,127,127,127,127,127,127,65,0,127,127,127,127
0,0,0,0,63,127,127,127,127,127,66,127,0,127,127,127,61
0,0,0,0,127,127,127,127,127,60,127,127,0,127,127,127,54
0,0,0,0,127,127,127,127,59,127,127,0,0,127,127,127,127
0,0,0,0,127,127,127,127,127,127,0,0,0,127,127,127,127
0,127,127,127,127,127,0,0,0,0,127,127,127,127,127,127,0
0,127,127,46,127,127,127,127,127,53,127,127,0,0,0,0,0
0,127,127,127,109,127,34,127,127,129,129,131,0,0,0,0,0
0,127,127,127,127,127,128,128,127,129,129,131,0,0,0,0,0
0,127,127,127,127,127,128,128,127,0,0,0,0,0,0,0,0
127,127,127,127,127,45,52,127,127,0,0,0,0,0,0,0,0
127,127,127,127,127,127,127,127,127,0,0,0,0,0,0,0,0
127,127,127,127,127,127,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,127,127,127,0,0,0,0,0,0,0
33,127,127,127,127,44,127,127,127,127,0,0,0,0,0,0,0
127,127,127,0,21,0,0,0,0,127,0,0,0,0,0,0,0
127,127,127,0,127,127,0,0,0,127,0,0,0,0,0,0,0
127,47,127,0,0,20,127,127,127,58,0,0,0,0,0,0,0
127,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
